[kbplacer_plugin_action.py:65]: Plugin version: 0.13
[kbplacer_plugin_action.py:66]: Python version: '3.9.13 (v3.9.13:6de2ca5339, May 17 2022, 11:37:23) \n[Clang 13.0.0 (clang-1300.0.29.30)]'
[kbplacer_plugin_action.py:67]: KiCad version: 8.0.7 with 4.2.2a1 osx-cocoa (phoenix) wxWidgets 3.2.6
[kbplacer_dialog.py:586]: Language: en
[kbplacer_plugin_action.py:75]: GUI state: {"layout_path": "/Users/jasonkaip/Downloads/keyboard-layout-5.json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "MX{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": true, "diode_info": {"annotation_format": "D{}", "position_option": "Custom", "position": {"x": 5.0, "y": 4.0, "orientation": 90.0, "side": "Back"}, "template_path": ""}, "additional_elements": [{"annotation_format": "ST{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}], "route_rows_and_columns": true, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
[key_placer.py:362]: Set key 1U distance: 19050000/19050000
[key_placer.py:124]: Switches by nets: defaultdict(<class 'list'>, {frozenset({'unconnected-(D93-K-Pad1)', 'COL3'}): ['MX93'], frozenset({'unconnected-(D92-K-Pad1)', 'COL2'}): ['MX92'], frozenset({'COL1', 'ROW10'}): ['MX91'], frozenset({'COL10', 'unconnected-(D90-K-Pad1)'}): ['MX90'], frozenset({'unconnected-(D89-K-Pad1)', 'COL9'}): ['MX89'], frozenset({'COL8', 'unconnected-(D88-K-Pad1)'}): ['MX88'], frozenset({'COL7', 'unconnected-(D87-K-Pad1)'}): ['MX87'], frozenset({'COL6', 'unconnected-(D86-K-Pad1)'}): ['MX86'], frozenset({'COL5', 'unconnected-(D85-K-Pad1)'}): ['MX85'], frozenset({'COL4', 'unconnected-(D84-K-Pad1)'}): ['MX84'], frozenset({'COL3', 'unconnected-(D83-K-Pad1)'}): ['MX83'], frozenset({'unconnected-(D82-K-Pad1)', 'COL2'}): ['MX82'], frozenset({'COL1', 'ROW9'}): ['MX81'], frozenset({'COL10', 'unconnected-(D80-K-Pad1)'}): ['MX80'], frozenset({'COL9', 'unconnected-(D79-K-Pad1)'}): ['MX79'], frozenset({'COL8', 'unconnected-(D78-K-Pad1)'}): ['MX78'], frozenset({'COL7', 'unconnected-(D77-K-Pad1)'}): ['MX77'], frozenset({'COL6', 'unconnected-(D76-K-Pad1)'}): ['MX76'], frozenset({'COL5', 'unconnected-(D75-K-Pad1)'}): ['MX75'], frozenset({'COL4', 'unconnected-(D74-K-Pad1)'}): ['MX74'], frozenset({'unconnected-(D73-K-Pad1)', 'COL3'}): ['MX73'], frozenset({'unconnected-(D72-K-Pad1)', 'COL2'}): ['MX72'], frozenset({'COL1', 'ROW8'}): ['MX71'], frozenset({'COL10', 'unconnected-(D70-K-Pad1)'}): ['MX70'], frozenset({'unconnected-(MX69-COL-Pad1)', 'unconnected-(D69-K-Pad1)'}): ['MX69'], frozenset({'unconnected-(D68-K-Pad1)', 'COL8'}): ['MX68'], frozenset({'COL7', 'unconnected-(D67-K-Pad1)'}): ['MX67'], frozenset({'COL6', 'unconnected-(D66-K-Pad1)'}): ['MX66'], frozenset({'COL5', 'unconnected-(D65-K-Pad1)'}): ['MX65'], frozenset({'unconnected-(D64-K-Pad1)', 'COL4'}): ['MX64'], frozenset({'unconnected-(D63-K-Pad1)', 'COL3'}): ['MX63'], frozenset({'unconnected-(D62-K-Pad1)', 'COL2'}): ['MX62'], frozenset({'COL1', 'ROW7'}): ['MX61'], frozenset({'unconnected-(D60-K-Pad1)', 'COL10'}): ['MX60'], frozenset({'unconnected-(D59-K-Pad1)', 'COL9'}): ['MX59'], frozenset({'unconnected-(D58-K-Pad1)', 'COL8'}): ['MX58'], frozenset({'COL7', 'unconnected-(D57-K-Pad1)'}): ['MX57'], frozenset({'COL6', 'unconnected-(D56-K-Pad1)'}): ['MX56'], frozenset({'COL5', 'unconnected-(D55-K-Pad1)'}): ['MX55'], frozenset({'COL4', 'unconnected-(D54-K-Pad1)'}): ['MX54'], frozenset({'unconnected-(D53-K-Pad1)', 'COL3'}): ['MX53'], frozenset({'unconnected-(D52-K-Pad1)', 'COL2'}): ['MX52'], frozenset({'COL1', 'ROW6'}): ['MX51'], frozenset({'COL10', 'unconnected-(D50-K-Pad1)'}): ['MX50'], frozenset({'COL9', 'unconnected-(D49-K-Pad1)'}): ['MX49'], frozenset({'unconnected-(D48-K-Pad1)', 'COL8'}): ['MX48'], frozenset({'COL7', 'unconnected-(D47-K-Pad1)'}): ['MX47'], frozenset({'COL6', 'unconnected-(D46-K-Pad1)'}): ['MX46'], frozenset({'COL5', 'unconnected-(D45-K-Pad1)'}): ['MX45'], frozenset({'unconnected-(D44-K-Pad1)', 'COL4'}): ['MX44'], frozenset({'unconnected-(D43-K-Pad1)', 'COL3'}): ['MX43'], frozenset({'unconnected-(D42-K-Pad1)', 'COL2'}): ['MX42'], frozenset({'COL1', 'ROW5'}): ['MX41'], frozenset({'COL10', 'unconnected-(D40-K-Pad1)'}): ['MX40'], frozenset({'COL9', 'unconnected-(D39-K-Pad1)'}): ['MX39'], frozenset({'COL8', 'unconnected-(D38-K-Pad1)'}): ['MX38'], frozenset({'unconnected-(D37-K-Pad1)', 'COL7'}): ['MX37'], frozenset({'COL6', 'unconnected-(D36-K-Pad1)'}): ['MX36'], frozenset({'unconnected-(D35-K-Pad1)', 'COL5'}): ['MX35'], frozenset({'unconnected-(D34-K-Pad1)', 'COL4'}): ['MX34'], frozenset({'COL3', 'unconnected-(D33-K-Pad1)'}): ['MX33'], frozenset({'unconnected-(D32-K-Pad1)', 'COL2'}): ['MX32'], frozenset({'COL1', 'ROW4'}): ['MX31'], frozenset({'COL10', 'unconnected-(D30-K-Pad1)'}): ['MX30'], frozenset({'unconnected-(D29-K-Pad1)', 'COL9'}): ['MX29'], frozenset({'COL8', 'unconnected-(D28-K-Pad1)'}): ['MX28'], frozenset({'COL7', 'unconnected-(D27-K-Pad1)'}): ['MX27'], frozenset({'COL6', 'unconnected-(D26-K-Pad1)'}): ['MX26'], frozenset({'unconnected-(D25-K-Pad1)', 'COL5'}): ['MX25'], frozenset({'unconnected-(D24-K-Pad1)', 'COL4'}): ['MX24'], frozenset({'unconnected-(D23-K-Pad1)', 'COL3'}): ['MX23'], frozenset({'unconnected-(D22-K-Pad1)', 'COL2'}): ['MX22'], frozenset({'COL1', 'ROW3'}): ['MX21'], frozenset({'COL10', 'unconnected-(D20-K-Pad1)'}): ['MX20'], frozenset({'COL9', 'unconnected-(D19-K-Pad1)'}): ['MX19'], frozenset({'COL8', 'unconnected-(D18-K-Pad1)'}): ['MX18'], frozenset({'COL7', 'unconnected-(D17-K-Pad1)'}): ['MX17'], frozenset({'COL6', 'unconnected-(D16-K-Pad1)'}): ['MX16'], frozenset({'COL5', 'unconnected-(D15-K-Pad1)'}): ['MX15'], frozenset({'unconnected-(D14-K-Pad1)', 'COL4'}): ['MX14'], frozenset({'COL3', 'unconnected-(D13-K-Pad1)'}): ['MX13'], frozenset({'unconnected-(D12-K-Pad1)', 'COL2'}): ['MX12'], frozenset({'COL1', 'ROW2'}): ['MX11'], frozenset({'COL10', 'unconnected-(D10-K-Pad1)'}): ['MX10'], frozenset({'unconnected-(D9-K-Pad1)', 'COL9'}): ['MX9'], frozenset({'COL8', 'unconnected-(D8-K-Pad1)'}): ['MX8'], frozenset({'unconnected-(D7-K-Pad1)', 'COL7'}): ['MX7'], frozenset({'COL6', 'unconnected-(D6-K-Pad1)'}): ['MX6'], frozenset({'COL5', 'unconnected-(D5-K-Pad1)'}): ['MX5'], frozenset({'unconnected-(D4-K-Pad1)', 'COL4'}): ['MX4'], frozenset({'unconnected-(D3-K-Pad1)', 'COL3'}): ['MX3'], frozenset({'unconnected-(D2-K-Pad1)', 'COL2'}): ['MX2'], frozenset({'COL1', 'ROW1'}): ['MX1']})
[key_placer.py:128]: Diodes by switch: {'MX93': ['D93'], 'MX92': ['D92'], 'MX91': ['D91'], 'MX90': ['D90'], 'MX89': ['D89'], 'MX88': ['D88'], 'MX87': ['D87'], 'MX86': ['D86'], 'MX85': ['D85'], 'MX84': ['D84'], 'MX83': ['D83'], 'MX82': ['D82'], 'MX81': ['D81'], 'MX80': ['D80'], 'MX79': ['D79'], 'MX78': ['D78'], 'MX77': ['D77'], 'MX76': ['D76'], 'MX75': ['D75'], 'MX74': ['D74'], 'MX73': ['D73'], 'MX72': ['D72'], 'MX71': ['D71'], 'MX70': ['D70'], 'MX69': ['D69'], 'MX68': ['D68'], 'MX67': ['D67'], 'MX66': ['D66'], 'MX65': ['D65'], 'MX64': ['D64'], 'MX63': ['D63'], 'MX62': ['D62'], 'MX61': ['D61'], 'MX60': ['D60'], 'MX59': ['D59'], 'MX58': ['D58'], 'MX57': ['D57'], 'MX56': ['D56'], 'MX55': ['D55'], 'MX54': ['D54'], 'MX53': ['D53'], 'MX52': ['D52'], 'MX51': ['D51'], 'MX50': ['D50'], 'MX49': ['D49'], 'MX48': ['D48'], 'MX47': ['D47'], 'MX46': ['D46'], 'MX45': ['D45'], 'MX44': ['D44'], 'MX43': ['D43'], 'MX42': ['D42'], 'MX41': ['D41'], 'MX40': ['D40'], 'MX39': ['D39'], 'MX38': ['D38'], 'MX37': ['D37'], 'MX36': ['D36'], 'MX35': ['D35'], 'MX34': ['D34'], 'MX33': ['D33'], 'MX32': ['D32'], 'MX31': ['D31'], 'MX30': ['D30'], 'MX29': ['D29'], 'MX28': ['D28'], 'MX27': ['D27'], 'MX26': ['D26'], 'MX25': ['D25'], 'MX24': ['D24'], 'MX23': ['D23'], 'MX22': ['D22'], 'MX21': ['D21'], 'MX20': ['D20'], 'MX19': ['D19'], 'MX18': ['D18'], 'MX17': ['D17'], 'MX16': ['D16'], 'MX15': ['D15'], 'MX14': ['D14'], 'MX13': ['D13'], 'MX12': ['D12'], 'MX11': ['D11'], 'MX10': ['D10'], 'MX9': ['D9'], 'MX8': ['D8'], 'MX7': ['D7'], 'MX6': ['D6'], 'MX5': ['D5'], 'MX4': ['D4'], 'MX3': ['D3'], 'MX2': ['D2'], 'MX1': ['D1']}
[kle_serial.py:897]: User layout: [[{'w': 1.5}, 'Esc', {'x': 0.5}, 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', {'x': 0.5}, 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', {'x': 0.25}, 'Insert', 'Delete', {'a': 7}, "<i class='kb kb-Unicode-Lock-Closed-1'></i>"], [{'y': 0.25, 'a': 4}, '~\n`', '!', '@', '#', '$', '%', '^', '&', '*', '(', ')', '_', '+\n=', {'w': 1.5}, 'Back', {'x': 0.25}, 'Num Lock', '/', '*'], [{'w': 1.5}, 'Tab', 'Q', 'W', 'E', 'R', 'T', 'Y', 'U', 'I', 'O', 'P', '{\n[', '}\n]', '|\n\\', {'x': 0.25}, '7\nHome', "8\n<i class='kb kb-Multimedia-Volume-Up-1'></i>", '9\nPgUp', '-'], [{'w': 1.5}, 'Caps Lock', 'A', 'S', 'D', 'F', 'G', 'H', 'J', 'K', 'L', ':\n;', '"\n\'', {'w': 2}, "<i class='kb kb-Return-2'></i>", {'x': 0.25}, "4\n<i class='kb kb-Multimedia-Rewind'></i>", "5\n<i class='kb kb-Multimedia-Play-Pause'></i>", "6\n<i class='kb kb-Multimedia-FastForwar'></i>", '+'], [{'w': 1.5}, 'Shift', 'Z', 'X', 'C', 'V', 'B', 'N', 'M', '<\n,', '>\n.', '?\n/', {'x': 1, 'a': 7}, '↑', {'x': 1.25, 'a': 4}, '1\nEnd', "2\n<i class='kb kb-Multimedia-Volume-Down-2'></i>", '3\nPgDn', {'h': 2}, '='], [{'w': 1.5}, 'Ctrl', {'w': 1.25}, "<i class='kb kb-Unicode-Option-2'></I>start", {'w': 1.25}, "<i class='kb kb-Unicode-Command-3'></I>alt", {'a': 7, 'w': 7.5}, '', '←', '↓', '→', {'x': 0.25, 'w': 2}, '0', '.']]
[key_placer.py:662]: Layout offset: (23812500, 28575000)
[board_modifier.py:85]: Setting MX1 footprint position: (38100000, 38100000)
[board_modifier.py:85]: Setting MX2 footprint position: (71437500, 38100000)
[board_modifier.py:85]: Setting MX3 footprint position: (90487500, 38100000)
[board_modifier.py:85]: Setting MX4 footprint position: (109537500, 38100000)
[board_modifier.py:85]: Setting MX5 footprint position: (128587500, 38100000)
[board_modifier.py:85]: Setting MX6 footprint position: (147637500, 38100000)
[board_modifier.py:85]: Setting MX7 footprint position: (166687500, 38100000)
[board_modifier.py:85]: Setting MX8 footprint position: (195262500, 38100000)
[board_modifier.py:85]: Setting MX9 footprint position: (214312500, 38100000)
[board_modifier.py:85]: Setting MX10 footprint position: (233362500, 38100000)
[board_modifier.py:85]: Setting MX11 footprint position: (252412500, 38100000)
[board_modifier.py:85]: Setting MX12 footprint position: (271462500, 38100000)
[board_modifier.py:85]: Setting MX13 footprint position: (290512500, 38100000)
[board_modifier.py:85]: Setting MX14 footprint position: (314325000, 38100000)
[board_modifier.py:85]: Setting MX15 footprint position: (333375000, 38100000)
[board_modifier.py:85]: Setting MX16 footprint position: (352425000, 38100000)
[board_modifier.py:85]: Setting MX17 footprint position: (33337500, 61912500)
[board_modifier.py:85]: Setting MX18 footprint position: (52387500, 61912500)
[board_modifier.py:85]: Setting MX19 footprint position: (71437500, 61912500)
[board_modifier.py:85]: Setting MX20 footprint position: (90487500, 61912500)
[board_modifier.py:85]: Setting MX21 footprint position: (109537500, 61912500)
[board_modifier.py:85]: Setting MX22 footprint position: (128587500, 61912500)
[board_modifier.py:85]: Setting MX23 footprint position: (147637500, 61912500)
[board_modifier.py:85]: Setting MX24 footprint position: (166687500, 61912500)
[board_modifier.py:85]: Setting MX25 footprint position: (185737500, 61912500)
[board_modifier.py:85]: Setting MX26 footprint position: (204787500, 61912500)
[board_modifier.py:85]: Setting MX27 footprint position: (223837500, 61912500)
[board_modifier.py:85]: Setting MX28 footprint position: (242887500, 61912500)
[board_modifier.py:85]: Setting MX29 footprint position: (261937500, 61912500)
[board_modifier.py:85]: Setting MX30 footprint position: (285750000, 61912500)
[board_modifier.py:85]: Setting MX31 footprint position: (314325000, 61912500)
[board_modifier.py:85]: Setting MX32 footprint position: (333375000, 61912500)
[board_modifier.py:85]: Setting MX33 footprint position: (352425000, 61912500)
[board_modifier.py:85]: Setting MX34 footprint position: (38100000, 80962500)
[board_modifier.py:85]: Setting MX35 footprint position: (61912500, 80962500)
[board_modifier.py:85]: Setting MX36 footprint position: (80962500, 80962500)
[board_modifier.py:85]: Setting MX37 footprint position: (100012500, 80962500)
[board_modifier.py:85]: Setting MX38 footprint position: (119062500, 80962500)
[board_modifier.py:85]: Setting MX39 footprint position: (138112500, 80962500)
[board_modifier.py:85]: Setting MX40 footprint position: (157162500, 80962500)
[board_modifier.py:85]: Setting MX41 footprint position: (176212500, 80962500)
[board_modifier.py:85]: Setting MX42 footprint position: (195262500, 80962500)
[board_modifier.py:85]: Setting MX43 footprint position: (214312500, 80962500)
[board_modifier.py:85]: Setting MX44 footprint position: (233362500, 80962500)
[board_modifier.py:85]: Setting MX45 footprint position: (252412500, 80962500)
[board_modifier.py:85]: Setting MX46 footprint position: (271462500, 80962500)
[board_modifier.py:85]: Setting MX47 footprint position: (290512500, 80962500)
[board_modifier.py:85]: Setting MX48 footprint position: (314325000, 80962500)
[board_modifier.py:85]: Setting MX49 footprint position: (333375000, 80962500)
[board_modifier.py:85]: Setting MX50 footprint position: (352425000, 80962500)
[board_modifier.py:85]: Setting MX51 footprint position: (371475000, 80962500)
[board_modifier.py:85]: Setting MX52 footprint position: (38100000, 100012500)
[board_modifier.py:85]: Setting MX53 footprint position: (61912500, 100012500)
[board_modifier.py:85]: Setting MX54 footprint position: (80962500, 100012500)
[board_modifier.py:85]: Setting MX55 footprint position: (100012500, 100012500)
[board_modifier.py:85]: Setting MX56 footprint position: (119062500, 100012500)
[board_modifier.py:85]: Setting MX57 footprint position: (138112500, 100012500)
[board_modifier.py:85]: Setting MX58 footprint position: (157162500, 100012500)
[board_modifier.py:85]: Setting MX59 footprint position: (176212500, 100012500)
[board_modifier.py:85]: Setting MX60 footprint position: (195262500, 100012500)
[board_modifier.py:85]: Setting MX61 footprint position: (214312500, 100012500)
[board_modifier.py:85]: Setting MX62 footprint position: (233362500, 100012500)
[board_modifier.py:85]: Setting MX63 footprint position: (252412500, 100012500)
[board_modifier.py:85]: Setting MX64 footprint position: (280987500, 100012500)
[board_modifier.py:85]: Setting MX65 footprint position: (314325000, 100012500)
[board_modifier.py:85]: Setting MX66 footprint position: (333375000, 100012500)
[board_modifier.py:85]: Setting MX67 footprint position: (352425000, 100012500)
[board_modifier.py:85]: Setting MX68 footprint position: (371475000, 100012500)
[board_modifier.py:85]: Setting MX69 footprint position: (38100000, 119062500)
[board_modifier.py:85]: Setting MX70 footprint position: (61912500, 119062500)
[board_modifier.py:85]: Setting MX71 footprint position: (80962500, 119062500)
[board_modifier.py:85]: Setting MX72 footprint position: (100012500, 119062500)
[board_modifier.py:85]: Setting MX73 footprint position: (119062500, 119062500)
[board_modifier.py:85]: Setting MX74 footprint position: (138112500, 119062500)
[board_modifier.py:85]: Setting MX75 footprint position: (157162500, 119062500)
[board_modifier.py:85]: Setting MX76 footprint position: (176212500, 119062500)
[board_modifier.py:85]: Setting MX77 footprint position: (195262500, 119062500)
[board_modifier.py:85]: Setting MX78 footprint position: (214312500, 119062500)
[board_modifier.py:85]: Setting MX79 footprint position: (233362500, 119062500)
[board_modifier.py:85]: Setting MX80 footprint position: (271462500, 119062500)
[board_modifier.py:85]: Setting MX81 footprint position: (314325000, 119062500)
[board_modifier.py:85]: Setting MX82 footprint position: (333375000, 119062500)
[board_modifier.py:85]: Setting MX83 footprint position: (352425000, 119062500)
[board_modifier.py:85]: Setting MX84 footprint position: (371475000, 128587500)
[board_modifier.py:85]: Setting MX85 footprint position: (38100000, 138112500)
[board_modifier.py:85]: Setting MX86 footprint position: (64293750, 138112500)
[board_modifier.py:85]: Setting MX87 footprint position: (88106250, 138112500)
[board_modifier.py:85]: Setting MX88 footprint position: (171450000, 138112500)
[board_modifier.py:85]: Setting MX89 footprint position: (252412500, 138112500)
[board_modifier.py:85]: Setting MX90 footprint position: (271462500, 138112500)
[board_modifier.py:85]: Setting MX91 footprint position: (290512500, 138112500)
[board_modifier.py:85]: Setting MX92 footprint position: (323850000, 138112500)
[board_modifier.py:85]: Setting MX93 footprint position: (352425000, 138112500)
[key_placer.py:999]: Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.0, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='')]
[board_modifier.py:98]: Getting MX1 footprint position: (38100000, 38100000)
[board_modifier.py:85]: Setting D1 footprint position: (43100000, 42100000)
[board_modifier.py:98]: Getting MX2 footprint position: (71437500, 38100000)
[board_modifier.py:85]: Setting D2 footprint position: (76437500, 42100000)
[board_modifier.py:98]: Getting MX3 footprint position: (90487500, 38100000)
[board_modifier.py:85]: Setting D3 footprint position: (95487500, 42100000)
[board_modifier.py:98]: Getting MX4 footprint position: (109537500, 38100000)
[board_modifier.py:85]: Setting D4 footprint position: (114537500, 42100000)
[board_modifier.py:98]: Getting MX5 footprint position: (128587500, 38100000)
[board_modifier.py:85]: Setting D5 footprint position: (133587500, 42100000)
[board_modifier.py:98]: Getting MX6 footprint position: (147637500, 38100000)
[board_modifier.py:85]: Setting D6 footprint position: (152637500, 42100000)
[board_modifier.py:98]: Getting MX7 footprint position: (166687500, 38100000)
[board_modifier.py:85]: Setting D7 footprint position: (171687500, 42100000)
[board_modifier.py:98]: Getting MX8 footprint position: (195262500, 38100000)
[board_modifier.py:85]: Setting D8 footprint position: (200262500, 42100000)
[board_modifier.py:98]: Getting MX9 footprint position: (214312500, 38100000)
[board_modifier.py:85]: Setting D9 footprint position: (219312500, 42100000)
[board_modifier.py:98]: Getting MX10 footprint position: (233362500, 38100000)
[board_modifier.py:85]: Setting D10 footprint position: (238362500, 42100000)
[board_modifier.py:98]: Getting MX11 footprint position: (252412500, 38100000)
[board_modifier.py:85]: Setting D11 footprint position: (257412500, 42100000)
[board_modifier.py:98]: Getting MX12 footprint position: (271462500, 38100000)
[board_modifier.py:85]: Setting D12 footprint position: (276462500, 42100000)
[board_modifier.py:98]: Getting MX13 footprint position: (290512500, 38100000)
[board_modifier.py:85]: Setting D13 footprint position: (295512500, 42100000)
[board_modifier.py:98]: Getting MX14 footprint position: (314325000, 38100000)
[board_modifier.py:85]: Setting D14 footprint position: (319325000, 42100000)
[board_modifier.py:98]: Getting MX15 footprint position: (333375000, 38100000)
[board_modifier.py:85]: Setting D15 footprint position: (338375000, 42100000)
[board_modifier.py:98]: Getting MX16 footprint position: (352425000, 38100000)
[board_modifier.py:85]: Setting D16 footprint position: (357425000, 42100000)
[board_modifier.py:98]: Getting MX17 footprint position: (33337500, 61912500)
[board_modifier.py:85]: Setting D17 footprint position: (38337500, 65912500)
[board_modifier.py:98]: Getting MX18 footprint position: (52387500, 61912500)
[board_modifier.py:85]: Setting D18 footprint position: (57387500, 65912500)
[board_modifier.py:98]: Getting MX19 footprint position: (71437500, 61912500)
[board_modifier.py:85]: Setting D19 footprint position: (76437500, 65912500)
[board_modifier.py:98]: Getting MX20 footprint position: (90487500, 61912500)
[board_modifier.py:85]: Setting D20 footprint position: (95487500, 65912500)
[board_modifier.py:98]: Getting MX21 footprint position: (109537500, 61912500)
[board_modifier.py:85]: Setting D21 footprint position: (114537500, 65912500)
[board_modifier.py:98]: Getting MX22 footprint position: (128587500, 61912500)
[board_modifier.py:85]: Setting D22 footprint position: (133587500, 65912500)
[board_modifier.py:98]: Getting MX23 footprint position: (147637500, 61912500)
[board_modifier.py:85]: Setting D23 footprint position: (152637500, 65912500)
[board_modifier.py:98]: Getting MX24 footprint position: (166687500, 61912500)
[board_modifier.py:85]: Setting D24 footprint position: (171687500, 65912500)
[board_modifier.py:98]: Getting MX25 footprint position: (185737500, 61912500)
[board_modifier.py:85]: Setting D25 footprint position: (190737500, 65912500)
[board_modifier.py:98]: Getting MX26 footprint position: (204787500, 61912500)
[board_modifier.py:85]: Setting D26 footprint position: (209787500, 65912500)
[board_modifier.py:98]: Getting MX27 footprint position: (223837500, 61912500)
[board_modifier.py:85]: Setting D27 footprint position: (228837500, 65912500)
[board_modifier.py:98]: Getting MX28 footprint position: (242887500, 61912500)
[board_modifier.py:85]: Setting D28 footprint position: (247887500, 65912500)
[board_modifier.py:98]: Getting MX29 footprint position: (261937500, 61912500)
[board_modifier.py:85]: Setting D29 footprint position: (266937500, 65912500)
[board_modifier.py:98]: Getting MX30 footprint position: (285750000, 61912500)
[board_modifier.py:85]: Setting D30 footprint position: (290750000, 65912500)
[board_modifier.py:98]: Getting MX31 footprint position: (314325000, 61912500)
[board_modifier.py:85]: Setting D31 footprint position: (319325000, 65912500)
[board_modifier.py:98]: Getting MX32 footprint position: (333375000, 61912500)
[board_modifier.py:85]: Setting D32 footprint position: (338375000, 65912500)
[board_modifier.py:98]: Getting MX33 footprint position: (352425000, 61912500)
[board_modifier.py:85]: Setting D33 footprint position: (357425000, 65912500)
[board_modifier.py:98]: Getting MX34 footprint position: (38100000, 80962500)
[board_modifier.py:85]: Setting D34 footprint position: (43100000, 84962500)
[board_modifier.py:98]: Getting MX35 footprint position: (61912500, 80962500)
[board_modifier.py:85]: Setting D35 footprint position: (66912500, 84962500)
[board_modifier.py:98]: Getting MX36 footprint position: (80962500, 80962500)
[board_modifier.py:85]: Setting D36 footprint position: (85962500, 84962500)
[board_modifier.py:98]: Getting MX37 footprint position: (100012500, 80962500)
[board_modifier.py:85]: Setting D37 footprint position: (105012500, 84962500)
[board_modifier.py:98]: Getting MX38 footprint position: (119062500, 80962500)
[board_modifier.py:85]: Setting D38 footprint position: (124062500, 84962500)
[board_modifier.py:98]: Getting MX39 footprint position: (138112500, 80962500)
[board_modifier.py:85]: Setting D39 footprint position: (143112500, 84962500)
[board_modifier.py:98]: Getting MX40 footprint position: (157162500, 80962500)
[board_modifier.py:85]: Setting D40 footprint position: (162162500, 84962500)
[board_modifier.py:98]: Getting MX41 footprint position: (176212500, 80962500)
